Uniprot_ID,Query Cover,E value,Per_ident,Acc. Len,Accession  ,,Uniprot_ID,
A0A0Q5V9K8,99%,0,61.07,1269,Query_54077,,A0A0Q5V9K8,TRUE
A0A0Q6BZD2,99%,0,62,1256,Query_54078,,A0A0Q6BZD2,TRUE
A0A0Q6F137,98%,0,60.72,1264,Query_54079,,A0A0Q6F137,TRUE
A0A0Q6FK34,99%,0,62.3,1246,Query_54080,,A0A0Q6FK34,TRUE
A0A0Q6H2Y6,99%,0,61.2,1257,Query_54081,,A0A0Q6H2Y6,TRUE
A0A0Q6S2Y6,99%,0,62.5,1257,Query_54082,,A0A0Q6S2Y6,TRUE
A0A0Q6V8N2,99%,0,62.24,1273,Query_54083,,A0A0Q6V8N2,TRUE
A0A0Q7K3Z2,96%,2.00E-168,31.23,1193,Query_54084,,A0A0Q7K3Z2,TRUE
A0A0Q7K4Y6,96%,0,38.07,1145,Query_54085,,A0A0Q7K4Y6,TRUE
A0A0Q7NIJ3,99%,0,60.96,1257,Query_54086,,A0A0Q7NIJ3,TRUE
A0A0Q7Q7A0,99%,0,61.33,1246,Query_54087,,A0A0Q7Q7A0,TRUE
A0A0Q7WYS4,98%,0,61.89,1268,Query_54088,,A0A0Q7WYS4,TRUE
A0A0Q7ZQV0,99%,0,63.84,1250,Query_54089,,A0A0Q7ZQV0,TRUE
A0A0Q8AWL6,96%,7.00E-162,30.99,1206,Query_54090,,A0A0Q8AWL6,TRUE
A0A0Q8DHT8,96%,3.00E-176,30.52,1170,Query_54091,,A0A0Q8DHT8,TRUE
A0A0Q8VEL6,99%,0,61.46,1247,Query_54092,,A0A0Q8VEL6,TRUE
A0A0Q8Y772,99%,0,61.95,1267,Query_54093,,A0A0Q8Y772,TRUE
A0A0Q9JHW2,96%,0,38.24,1146,Query_54094,,A0A0Q9JHW2,TRUE
A0A0Q9KJC3,99%,0,62.51,1278,Query_54095,,A0A0Q9KJC3,TRUE
A0A0Q9SBX0,99%,0,63.07,1265,Query_54096,,A0A0Q9SBX0,TRUE
A0A0Q9T4E6,99%,0,61.96,1264,Query_54097,,A0A0Q9T4E6,TRUE
A0A0R0LSR3,99%,0,60.65,1237,Query_54098,,A0A0R0LSR3,TRUE
A0A0R2PMF8,96%,2.00E-170,30.84,1166,Query_54099,,A0A0R2PMF8,TRUE
A0A0R2TC18,99%,0,63.09,1227,Query_54100,,A0A0R2TC18,TRUE
A0A0R2U8T5,99%,0,59.5,1219,Query_54101,,A0A0R2U8T5,TRUE
A0A0R2W9J3,99%,0,64.51,1230,Query_54102,,A0A0R2W9J3,TRUE
A0A0R2XD48,99%,0,58.32,1233,Query_54103,,A0A0R2XD48,TRUE
A0A0S1UV66,96%,2.00E-177,31.95,1174,Query_54104,,A0A0S1UV66,TRUE
A0A0S2HYY9,98%,0,55.93,1220,Query_54105,,A0A0S2HYY9,TRUE
A0A0S2JEJ0,99%,0,69.93,1230,Query_54106,,A0A0S2JEJ0,TRUE
A0A0S2KCS1,99%,0,62.63,1232,Query_54107,,A0A0S2KCS1,TRUE
A0A0S2T9V8,99%,0,65.96,1225,Query_54108,,A0A0S2T9V8,TRUE
A0A0S3U1K8,95%,2.00E-176,30.39,1211,Query_54109,,A0A0S3U1K8,TRUE
A0A0S4KU67,98%,0,60.31,1234,Query_54110,,A0A0S4KU67,TRUE
A0A0S4L698,99%,0,59.77,1249,Query_54111,,A0A0S4L698,TRUE
A0A0S4LMD6,99%,0,59.89,1231,Query_54112,,A0A0S4LMD6,TRUE
A0A0S4XQG8,96%,1.00E-153,28.71,1168,Query_54113,,A0A0S4XQG8,TRUE
A0A0S7B9H4,96%,0,34.49,1172,Query_54114,,A0A0S7B9H4,TRUE
A0A0S7C2R5,98%,0,58.57,1220,Query_54115,,A0A0S7C2R5,TRUE
A0A0S7Z2P0,99%,0,64,1233,Query_54116,,A0A0S7Z2P0,TRUE
A0A0S8ACL4,99%,0,61.86,1239,Query_54117,,A0A0S8ACL4,TRUE
A0A0S8BC02,99%,0,61.66,1239,Query_54118,,A0A0S8BC02,TRUE
A0A0S8BDN9,99%,0,64.27,1242,Query_54119,,A0A0S8BDN9,TRUE
A0A0S8BJT5,99%,0,66.75,1224,Query_54120,,A0A0S8BJT5,TRUE
A0A0S8C217,99%,0,59.61,1226,Query_54121,,A0A0S8C217,TRUE
A0A0S8C7S3,99%,0,61.61,1229,Query_54122,,A0A0S8C7S3,TRUE
A0A0S8DV11,99%,0,66.48,1233,Query_54123,,A0A0S8DV11,TRUE
A0A0S8EVF3,99%,0,65.77,1224,Query_54124,,A0A0S8EVF3,TRUE
A0A0S8EY17,99%,0,59.71,1224,Query_54125,,A0A0S8EY17,TRUE
A0A0S8FDQ8,99%,0,63.49,1231,Query_54126,,A0A0S8FDQ8,TRUE
A0A0S8FNB3,99%,0,62.8,1231,Query_54127,,A0A0S8FNB3,TRUE
A0A0S8G3D2,96%,0,33.55,1153,Query_54128,,A0A0S8G3D2,TRUE
A0A0S8HJP6,99%,0,57.01,1226,Query_54129,,A0A0S8HJP6,TRUE
A0A0S8I5N8,96%,0,33.55,1168,Query_54130,,A0A0S8I5N8,TRUE
A0A0S8JX56,99%,0,56.82,1233,Query_54131,,A0A0S8JX56,TRUE
A0A0S9KBZ0,96%,3.00E-166,30.01,1218,Query_54132,,A0A0S9KBZ0,TRUE
A0A0S9Q5M0,99%,0,61.73,1247,Query_54133,,A0A0S9Q5M0,TRUE
A0A0T1XNQ3,99%,0,61.44,1257,Query_54134,,A0A0T1XNQ3,TRUE
A0A0T5ZV18,99%,0,59.01,1234,Query_54135,,A0A0T5ZV18,TRUE
A0A0T6AA59,96%,6.00E-149,30.27,1124,Query_54136,,A0A0T6AA59,TRUE
A0A0T6LVZ4,96%,2.00E-174,32.18,1170,Query_54137,,A0A0T6LVZ4,TRUE
A0A0T6V5M9,99%,0,66.83,1230,Query_54138,,A0A0T6V5M9,TRUE
A0A0T7BWT1,95%,0,32.42,1178,Query_54139,,A0A0T7BWT1,TRUE
A0A0T7CKA0,98%,0,60.56,1257,Query_54140,,A0A0T7CKA0,TRUE
A0A0U1NV78,96%,0,36.19,1147,Query_54141,,A0A0U1NV78,TRUE
A0A0U2WND7,96%,0,38.4,1146,Query_54142,,A0A0U2WND7,TRUE
A0A0U3JW94,98%,0,60.07,1231,Query_54143,,A0A0U3JW94,TRUE
A0A0U3M3C3,99%,0,62.14,1247,Query_54144,,A0A0U3M3C3,TRUE
A0A0U3UVT7,100%,0,86.8,1227,Query_54145,,A0A0U3UVT7,TRUE
A0A0U4B788,99%,0,59.21,1255,Query_54146,,A0A0U4B788,TRUE
A0A0U4GI74,96%,6.00E-159,31.22,1207,Query_54147,,A0A0U4GI74,TRUE
A0A0U4WCY4,96%,0,37.8,1180,Query_54148,,A0A0U4WCY4,TRUE
A0A0U5F217,97%,3.00E-176,32.68,1168,Query_54149,,A0A0U5F217,TRUE
A0A0U5HUS4,96%,0,32.37,1157,Query_54150,,A0A0U5HUS4,TRUE
A0A0U5L3T5,100%,0,86.55,1227,Query_54151,,A0A0U5L3T5,TRUE
A0A0V1BRC0,99%,0,51.05,1244,Query_54152,,A0A0V1BRC0,TRUE
A0A0V7ZMV7,95%,0,31.85,1184,Query_54153,,A0A0V7ZMV7,TRUE
A0A0W0V731,99%,0,62.32,1235,Query_54154,,A0A0W0V731,TRUE
A0A0W8IEE8,99%,0,55.15,1238,Query_54155,,A0A0W8IEE8,TRUE
A0A0X3T5Z7,99%,0,64.75,1253,Query_54156,,A0A0X3T5Z7,TRUE
A0A0X3TEW3,99%,0,64.96,1236,Query_54157,,A0A0X3TEW3,TRUE
A0A0X3VWK6,96%,0,32.95,1169,Query_54158,,A0A0X3VWK6,TRUE
A0A0X8GQ89,99%,0,63.53,1249,Query_54159,,A0A0X8GQ89,TRUE
A0A0X8JTG9,96%,0,35.64,1169,Query_54160,,A0A0X8JTG9,TRUE
A0A0X8X648,99%,0,62.09,1229,Query_54161,,A0A0X8X648,TRUE
A0A100JCU9,96%,3.00E-180,31.31,1172,Query_54162,,A0A100JCU9,TRUE
A0A100X368,99%,0,63.51,1249,Query_54163,,A0A100X368,TRUE
A0A100Y7I3,95%,3.00E-178,31.96,1170,Query_54164,,A0A100Y7I3,TRUE
A0A101GBB9,96%,2.00E-152,28.85,1128,Query_54165,,A0A101GBB9,TRUE
A0A101J893,97%,0,54.88,1180,Query_54166,,A0A101J893,TRUE
A0A101KS51,99%,0,61.51,1260,Query_54167,,A0A101KS51,TRUE
A0A101NID0,96%,0,31.71,1150,Query_54168,,A0A101NID0,TRUE
A0A101VXM0,95%,0,36.34,1140,Query_54169,,A0A101VXM0,TRUE
A0A101VYC4,99%,0,59.93,1222,Query_54170,,A0A101VYC4,TRUE
A0A101XRP7,97%,0,38.08,1150,Query_54171,,A0A101XRP7,TRUE
A0A109B5U0,96%,0,32.04,1169,Query_54172,,A0A109B5U0,TRUE
A0A109Q6Y6,96%,0,38.83,1144,Query_54173,,A0A109Q6Y6,TRUE
A0A109QEJ2,96%,0,39.15,1154,Query_54174,,A0A109QEJ2,TRUE
A0A110B3V7,99%,0,58.73,1242,Query_54175,,A0A110B3V7,TRUE
A0A117IAB5,99%,0,62.94,1252,Query_54176,,A0A117IAB5,TRUE
A0A117KJ36,99%,0,66.72,1231,Query_54177,,A0A117KJ36,TRUE
A0A125R045,99%,0,67.67,1233,Query_54178,,A0A125R045,TRUE
A0A126P515,98%,0,60.08,1210,Query_54179,,A0A126P515,TRUE
A0A126SNU8,98%,0,54.24,1213,Query_54180,,A0A126SNU8,TRUE
A0A127CJ07,99%,0,62.55,1258,Query_54181,,A0A127CJ07,TRUE
A0A127ERF2,99%,0,61.42,1243,Query_54182,,A0A127ERF2,TRUE
A0A127F8I0,99%,0,62.97,1244,Query_54183,,A0A127F8I0,TRUE
A0A127QPM2,99%,0,61.46,1260,Query_54184,,A0A127QPM2,TRUE
A0A127VJH1,99%,0,59.95,1219,Query_54185,,A0A127VJH1,TRUE
A0A131ZUF0,99%,0,49.68,1267,Query_54186,,A0A131ZUF0,TRUE
A0A132MTU2,96%,0,33.61,1157,Query_54187,,A0A132MTU2,TRUE
A0A133XG56,99%,0,62.21,1220,Query_54188,,A0A133XG56,TRUE
A0A133YAU1,96%,0,48.2,1180,Query_54189,,A0A133YAU1,TRUE
A0A135I0B0,98%,0,62.87,1259,Query_54190,,A0A135I0B0,TRUE
A0A135L5L8,97%,0,37.64,1151,Query_54191,,A0A135L5L8,TRUE
A0A135W758,96%,0,38.68,1145,Query_54192,,A0A135W758,TRUE
A0A136HBN3,99%,0,70.12,1233,Query_54193,,A0A136HBN3,TRUE
A0A136K037,99%,0,59.41,1227,Query_54194,,A0A136K037,TRUE
A0A136L2Z4,96%,0,32.16,1177,Query_54195,,A0A136L2Z4,TRUE
A0A136L9C2,97%,0,59.75,1221,Query_54196,,A0A136L9C2,TRUE
A0A136LJF7,96%,8.00E-175,32.42,1198,Query_54197,,A0A136LJF7,TRUE
A0A136MHH8,97%,0,56.76,1190,Query_54198,,A0A136MHH8,TRUE
A0A136PUU9,99%,0,54.48,1191,Query_54199,,A0A136PUU9,TRUE
A0A139BV83,99%,0,61.67,1271,Query_54200,,A0A139BV83,TRUE
A0A139CDN0,99%,0,67.16,1247,Query_54201,,A0A139CDN0,TRUE
A0A139WTS5,96%,1.00E-176,30.93,1190,Query_54202,,A0A139WTS5,TRUE
A0A140K4T2,95%,0,32.29,1189,Query_54203,,A0A140K4T2,TRUE
A0A142BDD2,99%,0,65.5,1238,Query_54204,,A0A142BDD2,TRUE
A0A142BVF2,98%,0,59.76,1259,Query_54205,,A0A142BVF2,TRUE
A0A142HLH1,98%,0,59.41,1241,Query_54206,,A0A142HLH1,TRUE
A0A142LMJ7,99%,0,64.05,1265,Query_54207,,A0A142LMJ7,TRUE
A0A142XUA8,99%,0,54.65,1234,Query_54208,,A0A142XUA8,TRUE
A0A142YIV6,99%,0,55.38,1238,Query_54209,,A0A142YIV6,TRUE
A0A143BHS3,98%,0,63.01,1232,Query_54210,,A0A143BHS3,TRUE
A0A143DB95,96%,8.00E-170,30.7,1173,Query_54211,,A0A143DB95,TRUE
A0A143HLT7,99%,0,65.17,1234,Query_54212,,A0A143HLT7,TRUE
A0A143PQG7,99%,0,59.4,1228,Query_54213,,A0A143PQG7,TRUE
A0A143Q843,96%,6.00E-177,32.6,1197,Query_54214,,A0A143Q843,TRUE
A0A143QR61,96%,9.00E-174,32.38,1189,Query_54215,,A0A143QR61,TRUE
A0A143XZ70,99%,0,49.67,1207,Query_54216,,A0A143XZ70,TRUE
A0A145X381,99%,0,62.44,1231,Query_54217,,A0A145X381,TRUE
A0A146G1F7,100%,0,59.84,1234,Query_54218,,A0A146G1F7,TRUE
A0A148N6F3,99%,0,66.26,1232,Query_54219,,A0A148N6F3,TRUE
A0A149VRW6,99%,0,63,1237,Query_54220,,A0A149VRW6,TRUE
A0A149W033,99%,0,62.62,1233,Query_54221,,A0A149W033,TRUE
A0A150AGV5,99%,0,57.62,1268,Query_54222,,A0A150AGV5,TRUE
A0A150HFD0,97%,4.00E-151,30.21,1244,Query_54223,,A0A150HFD0,TRUE
A0A150L622,96%,0,37.79,1146,Query_54224,,A0A150L622,TRUE
A0A150R0J6,99%,0,54.99,1279,Query_54225,,A0A150R0J6,TRUE
A0A151BXD1,99%,0,62.67,1249,Query_54226,,A0A151BXD1,TRUE
A0A151M2T9,99%,0,54.01,1264,Query_54227,,A0A151M2T9,TRUE
A0A151YXU0,95%,0,38.61,1129,Query_54228,,A0A151YXU0,TRUE
A0A151ZSY0,99%,0,56.34,1252,Query_54229,,A0A151ZSY0,TRUE
A0A157QDY0,98%,0,61.01,1269,Query_54230,,A0A157QDY0,TRUE
A0A157SBJ3,98%,0,60.98,1252,Query_54231,,A0A157SBJ3,TRUE
A0A158Q486,98%,0,51.4,1260,Query_54232,,A0A158Q486,TRUE
A0A158QB06,98%,0,50.92,1247,Query_54233,,A0A158QB06,TRUE
A0A158R547,98%,0,49.44,1242,Query_54234,,A0A158R547,TRUE
A0A160F755,97%,0,39.1,1133,Query_54235,,A0A160F755,TRUE
A0A160NW26,96%,6.00E-176,31.85,1172,Query_54236,,A0A160NW26,TRUE
A0A160PTM5,96%,5.00E-173,31.32,1221,Query_54237,,A0A160PTM5,TRUE
A0A160T3V3,99%,0,59.97,1259,Query_54238,,A0A160T3V3,TRUE
A0A161HZ93,96%,1.00E-167,32.18,1205,Query_54239,,A0A161HZ93,TRUE
A0A161MC36,95%,8.00E-179,32.72,1139,Query_54240,,A0A161MC36,TRUE
A0A162EKF2,96%,0,37.43,1147,Query_54241,,A0A162EKF2,TRUE
A0A163S612,96%,3.00E-166,32.13,1192,Query_54242,,A0A163S612,TRUE
A0A164B309,96%,5.00E-166,31.08,1207,Query_54243,,A0A164B309,TRUE
A0A164C1I3,95%,1.00E-172,30.97,1208,Query_54244,,A0A164C1I3,TRUE
A0A165FX58,99%,0,64.64,1238,Query_54245,,A0A165FX58,TRUE
A0A165QCZ4,99%,0,62.02,1248,Query_54246,,A0A165QCZ4,TRUE
A0A165QW92,99%,0,63.72,1228,Query_54247,,A0A165QW92,TRUE
A0A167DY85,96%,0,38.06,1146,Query_54248,,A0A167DY85,TRUE
A0A167PY25,99%,0,54.86,1278,Query_54249,,A0A167PY25,TRUE
A0A167TZ74,96%,0,38.8,1135,Query_54250,,A0A167TZ74,TRUE
A0A168JYA7,96%,0,37.67,1146,Query_54251,,A0A168JYA7,TRUE
A0A168SQC6,99%,0,55.6,1247,Query_54252,,A0A168SQC6,TRUE
A0A169NQX3,96%,0,32.68,1169,Query_54253,,A0A169NQX3,TRUE
A0A172TAB8,99%,0,58.68,1271,Query_54254,,A0A172TAB8,TRUE
A0A172TLM1,96%,0,39.55,1145,Query_54255,,A0A172TLM1,TRUE
A0A172YFS4,99%,0,66.1,1237,Query_54256,,A0A172YFS4,TRUE
A0A173LL39,95%,5.00E-171,31.79,1163,Query_54257,,A0A173LL39,TRUE
A0A174CLM1,99%,0,50.78,1204,Query_54258,,A0A174CLM1,TRUE
A0A174HBU9,98%,0,54.89,1219,Query_54259,,A0A174HBU9,TRUE
A0A175R9K8,99%,0,61.19,1254,Query_54260,,A0A175R9K8,TRUE
A0A176L0G3,96%,0,32.48,1171,Query_54261,,A0A176L0G3,TRUE
A0A176QC79,99%,0,62.25,1254,Query_54262,,A0A176QC79,TRUE
A0A177K7W7,96%,4.00E-164,31.64,1208,Query_54263,,A0A177K7W7,TRUE
A0A177KJ45,96%,0,38.4,1146,Query_54264,,A0A177KJ45,TRUE
A0A177NHD0,99%,0,66.97,1223,Query_54265,,A0A177NHD0,TRUE
A0A177QDW9,99%,0,60.41,1237,Query_54266,,A0A177QDW9,TRUE
A0A178I1T8,99%,0,60.11,1253,Query_54267,,A0A178I1T8,TRUE
A0A178KH18,97%,0,74.69,1201,Query_54268,,A0A178KH18,TRUE
A0A178TCI8,96%,0,38.12,1129,Query_54269,,A0A178TCI8,TRUE
A0A178WYY0,99%,0,53.16,1201,Query_54270,,A0A178WYY0,TRUE
A0A179CX29,99%,0,64.63,1226,Query_54271,,A0A179CX29,TRUE
A0A179DCV4,99%,0,57.2,1269,Query_54272,,A0A179DCV4,TRUE
A0A180EMA0,98%,0,60.8,1239,Query_54273,,A0A180EMA0,TRUE
A0A180FA04,98%,0,51.54,1229,Query_54274,,A0A180FA04,TRUE
A0A182AKB1,95%,1.00E-169,30.69,1233,Query_54275,,A0A182AKB1,TRUE
A0A183IEL1,97%,0,46,1264,Query_54276,,A0A183IEL1,TRUE
A0A191WBV8,96%,2.00E-156,30.56,1215,Query_54277,,A0A191WBV8,TRUE
A0A191ZK09,99%,0,66.15,1229,Query_54278,,A0A191ZK09,TRUE
A0A193BZM6,96%,6.00E-164,32.02,1187,Query_54279,,A0A193BZM6,TRUE
A0A193LHJ1,99%,0,64.52,1240,Query_54280,,A0A193LHJ1,TRUE
A0A197JQ62,98%,0,54.73,1231,Query_54281,,A0A197JQ62,TRUE
A0A1A2AVU0,99%,0,63.31,1247,Query_54282,,A0A1A2AVU0,TRUE
A0A1A2N3R0,99%,0,63.12,1258,Query_54283,,A0A1A2N3R0,TRUE
A0A1A2WFU6,99%,0,61.67,1269,Query_54284,,A0A1A2WFU6,TRUE
A0A1A3BZ10,99%,0,63.81,1259,Query_54285,,A0A1A3BZ10,TRUE
A0A1A3L191,99%,0,63.94,1255,Query_54286,,A0A1A3L191,TRUE
A0A1A3N628,99%,0,62.95,1262,Query_54287,,A0A1A3N628,TRUE
A0A1A5NW54,96%,2.00E-173,30.7,1170,Query_54288,,A0A1A5NW54,TRUE
A0A1A5YN05,96%,0,38.42,1146,Query_54289,,A0A1A5YN05,TRUE
A0A1A6C1Y8,100%,0,68.83,1230,Query_54290,,A0A1A6C1Y8,TRUE
A0A1A6LAL7,99%,0,72.99,1222,Query_54291,,A0A1A6LAL7,TRUE
A0A1A7C3W3,99%,0,59.94,1265,Query_54292,,A0A1A7C3W3,TRUE
A0A1A8I8Y5,99%,0,53.91,1269,Query_54293,,A0A1A8I8Y5,TRUE
A0A1A8TDN5,99%,0,65.83,1242,Query_54294,,A0A1A8TDN5,TRUE
A0A1A8XQX0,99%,0,62.33,1238,Query_54295,,A0A1A8XQX0,TRUE
A0A1A9BZW5,96%,0,31.91,1171,Query_54296,,A0A1A9BZW5,TRUE
A0A1A9DR72,96%,1.00E-172,30.53,1171,Query_54297,,A0A1A9DR72,TRUE
A0A1A9EYU9,99%,0,70.88,1246,Query_54298,,A0A1A9EYU9,TRUE
A0A1A9GN62,99%,0,61.23,1254,Query_54299,,A0A1A9GN62,TRUE
A0A1A9NJ86,99%,0,61.2,1264,Query_54300,,A0A1A9NJ86,TRUE
A0A1B1FPL9,99%,0,57.04,1267,Query_54301,,A0A1B1FPL9,TRUE
A0A1B1K935,96%,1.00E-171,32.54,1189,Query_54302,,A0A1B1K935,TRUE
A0A1B1MH06,96%,0,32.13,1167,Query_54303,,A0A1B1MH06,TRUE
A0A1B1MZP4,96%,0,38.01,1145,Query_54304,,A0A1B1MZP4,TRUE
A0A1B1Q4H3,99%,0,57.84,1225,Query_54305,,A0A1B1Q4H3,TRUE
A0A1B1YY23,99%,0,64.41,1226,Query_54306,,A0A1B1YY23,TRUE
A0A1B1Z526,96%,0,36.81,1150,Query_54307,,A0A1B1Z526,TRUE
A0A1B1ZXB8,99%,0,54.37,1224,Query_54308,,A0A1B1ZXB8,TRUE
A0A1B2LX70,99%,0,63.44,1231,Query_54309,,A0A1B2LX70,TRUE
A0A1B2R7G8,98%,0,60.75,1258,Query_54310,,A0A1B2R7G8,TRUE
A0A1B3B9Q1,99%,0,64.95,1225,Query_54311,,A0A1B3B9Q1,TRUE
A0A1B3LQK5,99%,0,63.18,1227,Query_54312,,A0A1B3LQK5,TRUE
A0A1B4V5K7,99%,0,65.34,1241,Query_54313,,A0A1B4V5K7,TRUE
A0A1B4XHB4,99%,0,66.78,1241,Query_54314,,A0A1B4XHB4,TRUE
A0A1B6AFZ2,96%,0,31.61,1169,Query_54315,,A0A1B6AFZ2,TRUE
A0A1B7WTZ0,95%,0,32.28,1181,Query_54316,,A0A1B7WTZ0,TRUE
A0A1B7WWI2,95%,0,31.64,1180,Query_54317,,A0A1B7WWI2,TRUE
A0A1B9DE76,99%,0,63.26,1254,Query_54318,,A0A1B9DE76,TRUE
A0A1B9EU03,96%,7.00E-174,30.63,1170,Query_54319,,A0A1B9EU03,TRUE
A0A1C0ANF3,96%,5.00E-172,32.25,1160,Query_54320,,A0A1C0ANF3,TRUE
A0A1C0B9S1,97%,2.00E-159,28.69,1157,Query_54321,,A0A1C0B9S1,TRUE
A0A1C0YP41,96%,0,39.09,1143,Query_54322,,A0A1C0YP41,TRUE
A0A1C2GIA8,99%,0,59.58,1238,Query_54323,,A0A1C2GIA8,TRUE
A0A1C2KDC6,99%,0,66.72,1230,Query_54324,,A0A1C2KDC6,TRUE
A0A1C3ELQ9,99%,0,73.02,1225,Query_54325,,A0A1C3ELQ9,TRUE
A0A1C3JVB4,99%,0,65.83,1242,Query_54326,,A0A1C3JVB4,TRUE
A0A1C3K261,98%,0,60.84,1278,Query_54327,,A0A1C3K261,TRUE
A0A1C4KPW3,96%,1.00E-172,30.53,1171,Query_54328,,A0A1C4KPW3,TRUE
A0A1C4L4Z3,95%,5.00E-171,31.44,1179,Query_54329,,A0A1C4L4Z3,TRUE
A0A1C4N9X7,96%,1.00E-173,30.52,1171,Query_54330,,A0A1C4N9X7,TRUE
A0A1C4QDF7,96%,2.00E-178,31.47,1171,Query_54331,,A0A1C4QDF7,TRUE
A0A1C4VUP7,96%,1.00E-174,31.96,1171,Query_54332,,A0A1C4VUP7,TRUE
A0A1C5BP15,96%,3.00E-177,31.81,1169,Query_54333,,A0A1C5BP15,TRUE
A0A1C5E1Z1,96%,1.00E-172,30.53,1171,Query_54334,,A0A1C5E1Z1,TRUE
A0A1C6LXU2,99%,0,64.49,1243,Query_54335,,A0A1C6LXU2,TRUE
A0A1C6NN07,95%,2.00E-171,30.77,1170,Query_54336,,A0A1C6NN07,TRUE
A0A1C6R101,96%,0,32.31,1173,Query_54337,,A0A1C6R101,TRUE
A0A1C6SDD8,96%,3.00E-174,31.63,1171,Query_54338,,A0A1C6SDD8,TRUE
A0A1C6T3Q4,99%,0,54.3,1200,Query_54339,,A0A1C6T3Q4,TRUE
A0A1C7ECC7,96%,0,39.15,1145,Query_54340,,A0A1C7ECC7,TRUE
A0A1C7NZJ7,99%,0,61.61,1257,Query_54341,,A0A1C7NZJ7,TRUE
A0A1C7P960,97%,0,49.01,1250,Query_54342,,A0A1C7P960,TRUE
A0A1C9WA89,99%,0,65.09,1231,Query_54343,,A0A1C9WA89,TRUE
A0A1D2XBT6,99%,0,65.25,1234,Query_54344,,A0A1D2XBT6,TRUE
A0A1D3DX96,95%,4.00E-179,31.92,1173,Query_54345,,A0A1D3DX96,TRUE
A0A1D7QYV2,96%,0,38.12,1155,Query_54346,,A0A1D7QYV2,TRUE
A0A1D7U7G9,99%,0,61.91,1251,Query_54347,,A0A1D7U7G9,TRUE
A0A1D7VJ36,96%,0,32.23,1169,Query_54348,,A0A1D7VJ36,TRUE
A0A1D8FY05,96%,4.00E-179,32.18,1174,Query_54349,,A0A1D8FY05,TRUE
A0A1D8IL52,99%,0,68.29,1231,Query_54350,,A0A1D8IL52,TRUE
A0A1D8T541,96%,2.00E-170,32.98,1189,Query_54351,,A0A1D8T541,TRUE
A0A1D9BFB2,99%,0,63.51,1265,Query_54352,,A0A1D9BFB2,TRUE
A0A1E2UN65,99%,0,63.96,1261,Query_54353,,A0A1E2UN65,TRUE
A0A1E2V8R6,99%,0,66.1,1229,Query_54354,,A0A1E2V8R6,TRUE
A0A1E3GV63,100%,0,67.4,1232,Query_54355,,A0A1E3GV63,TRUE
A0A1E3L8E9,96%,0,38.13,1146,Query_54356,,A0A1E3L8E9,TRUE
A0A1E4B890,95%,5.00E-175,33.55,1181,Query_54357,,A0A1E4B890,TRUE
A0A1E4CQ31,97%,4.00E-156,30.32,1223,Query_54358,,A0A1E4CQ31,TRUE
A0A1E4E9C9,99%,0,61.7,1250,Query_54359,,A0A1E4E9C9,TRUE
A0A1E4FC90,99%,0,55.2,1222,Query_54360,,A0A1E4FC90,TRUE
A0A1E4FEU9,99%,0,60.9,1254,Query_54361,,A0A1E4FEU9,TRUE
A0A1E4G4M4,99%,0,59.71,1253,Query_54362,,A0A1E4G4M4,TRUE
A0A1E5A3U8,99%,0,63.93,1238,Query_54363,,A0A1E5A3U8,TRUE
A0A1E5BXQ6,99%,0,72.94,1224,Query_54364,,A0A1E5BXQ6,TRUE
A0A1E5IRG4,99%,0,65.99,1241,Query_54365,,A0A1E5IRG4,TRUE
A0A1E5LC50,96%,0,37.12,1141,Query_54366,,A0A1E5LC50,TRUE
A0A1E5PDZ5,96%,4.00E-179,30.99,1172,Query_54367,,A0A1E5PDZ5,TRUE
A0A1E5QB56,99%,0,61,1231,Query_54368,,A0A1E5QB56,TRUE
A0A1E5QJ32,95%,5.00E-180,31.43,1179,Query_54369,,A0A1E5QJ32,TRUE
A0A1E7JUN1,96%,2.00E-173,31.35,1174,Query_54370,,A0A1E7JUN1,TRUE
A0A1E7KH64,96%,4.00E-177,31.9,1171,Query_54371,,A0A1E7KH64,TRUE
A0A1E7LGZ5,95%,7.00E-172,30.85,1170,Query_54372,,A0A1E7LGZ5,TRUE
A0A1E7Q0U6,99%,0,62.85,1232,Query_54373,,A0A1E7Q0U6,TRUE
A0A1E7RD94,99%,0,63.21,1233,Query_54374,,A0A1E7RD94,TRUE
A0A1E8CN07,99%,0,63.49,1235,Query_54375,,A0A1E8CN07,TRUE
A0A1E8CZK3,99%,0,62.09,1263,Query_54376,,A0A1E8CZK3,TRUE
A0A1F1JQ50,99%,0,54.19,1211,Query_54377,,A0A1F1JQ50,TRUE
A0A1F1ZW87,96%,6.00E-171,32.08,1215,Query_54378,,A0A1F1ZW87,TRUE
A0A1F2QB58,96%,0,32.41,1164,Query_54379,,A0A1F2QB58,TRUE
A0A1F2SBG7,98%,0,57.46,1257,Query_54380,,A0A1F2SBG7,TRUE
A0A1F2T3J5,99%,0,56.49,1271,Query_54381,,A0A1F2T3J5,TRUE
A0A1F2T8R8,98%,0,55.22,1268,Query_54382,,A0A1F2T8R8,TRUE
A0A1F2VRV8,99%,0,55.36,1256,Query_54383,,A0A1F2VRV8,TRUE
A0A1F2Y7P1,100%,0,54.95,1206,Query_54384,,A0A1F2Y7P1,TRUE
A0A1F3C439,98%,0,52.13,1272,Query_54385,,A0A1F3C439,TRUE
